"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"EVPTQL77","book","1890","Hartley, Henry, A. S.","""Ta tou pragma Emou biou"" or Some Concerns of My Life","","","","","https://catalog.hathitrust.org/Record/100251957","African Methodist Episcopal Church, Temperance, Clergy, Dorchester","1890","2022-01-19 18:33:43","2022-01-19 18:33:43","","","310","","","","","","","","","","Daily Press","Amherst, NS","","","","NBM, UNB, MtA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LH5C4D5W","journalArticle","1986","Hay, Eldon","Point de Bute - First Methodist Church in Canada?","Papers - Canadian Methodist Historical Society","","","","","Methodist","1986","2022-01-19 18:33:43","2022-01-19 18:33:43","","42-69","","","5","","","","","","","","","","","","","LAC, Queen's","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GAG4AD6P","book","1890","Henderson, George A.","Early Saint John Methodism and History of Centenary Church, Saint John, N.B.: A Jubilee Souvenir","","","","","https://catalog.hathitrust.org/Record/100251026","Methodist","1890","2022-01-19 18:33:43","2022-01-19 18:33:43","","","176","","","","","","CIHM/ICMH Microfiche series = CIHM/ICMH collection de microfiches ; no. 06985","","","","G. E. Day","Saint John, NB","","","","UNBF, Acadia, Legislative Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WNM5N6R2","book","1881","Lathern, John; McKeown, H.; Mount Allison Wesleyan College. Theological Union","Theological Union of Mount Allison Wesleyan College: Third Annual Lecture and Sermon Delivered June, 1881","","978-0-665-92551-1","","","https://archive.org/details/cihm_92551","Wesleyan, Education, Lectures, Sermons","1881","2022-01-19 18:33:43","2022-01-19 18:33:43","","","65","","","","","","CIHM/ICMH Microfiche series = CIHM/ICMH collection de microfiches ; no. 92551","","","","Conference Office","Halifax, NS","English","","","MtA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M4YHFL6T","book","1882","Goodspeed, Calvin; Lathern, J.; MacKay, W. A.","Baptism: An Argument and a Reply","","","","","https://archive.org/details/cihm_08192","Methodist, Baptist, Baptism","1882","2022-01-19 18:33:43","2022-01-19 18:33:43","","","99","","","","","Baptism","CIHM/ICMH microfiche series ; no. 08192","","","","Daily Telegraph, Printer","Saint John, NB","English","","","NBM, Dalhousie, UNBF (mic)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9IRUM7YM","book","1902","Fredericton Methodist Church","Fifty Years in the Fredericton Methodist Church: and an Account in Detail of Semi-Centennial Jubilee Exercises in December, 1902","","","","","","Methodist","1902","2022-01-19 18:33:43","2022-01-19 18:33:43","","","74","","","","","","CIHM/ICMH Microfiche series = CIHM/ICMH collection de microfiches ; no. 79547","","","","Herald Presses","[Fredericton, NB]","","","","UNBF, Legislative Library, Fredericton, Acadia, MtA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K3Y7TC7V","book","1940","Dixon, F. A.","Historical Sketch of the Methodist Church","","","","","","Methodist","1940","2022-01-19 18:33:43","2022-01-19 18:33:43","","","19","","","","","","","","","","N.p.","Sackville, NB","","","","MtA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QBVSHWFM","journalArticle","1981","Bradley, Mary","Mary Bradley's Reminiscences: A Domestic Life in Colonial New Brunswick","Atlantis: Critical Studies in Gender, Culture & Social Justice / Études Critiques sur le Genre, la Culture, et la Justice","","07027818","","","Methodist, Women, Mary Coy Bradley","1981-09","2022-01-19 18:33:43","2022-01-19 18:33:43","","92-101","","1","7","","","","","","","","","","","","","UNBF","","","","","<p>Accession Number: 45816825; Bradley, Mary; Source Info: 1981, Vol. 7 Issue 1, p92; Note: Based on Bradley's A Narrative of the Life and Christian Experience of Mrs. Mary Bradley (1849).; Historical Period: 1787 to 1803; Subject Term: NARRATIVES; Subject Term: METHODIST Church; Subject: CANADA; Subject: NEW Brunswick; Number of Pages: 10p; Document Type: Article</p>; <p>Accession Number: 45816825; Bradley, Mary; Source Info: 1981, Vol. 7 Issue 1, p92; Note: Based on Bradley's A Narrative of the Life and Christian Experience of Mrs. Mary Bradley (1849).; Historical Period: 1787 to 1803; Subject Term: NARRATIVES; Subject Term: METHODIST Church; Subject: CANADA; Subject: NEW Brunswick; Number of Pages: 10p; Document Type: Article</p>","","","CANADA; NEW Brunswick; METHODIST Church; Bradley, Mary; NARRATIVES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P898TZNF","thesis","1965","Brooks, William Howard","The Changing Character of Maritime Wesleyan Methodism, 1855-1883","","","","","","Wesleyan Methodist","1965","2022-01-19 18:33:43","2022-01-19 18:33:43","","","139","","","","","","","","","","Mount Allison University","Sackville, NB","English","","M.A.","MtA","","","","","<p>139 leaves</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6INAV96G","book","1962","French, Goldwin S.","Parsons & Politics: The Role of the Wesleyan Methodists in Upper Canada and the Maritimes from 1780 to 1855","","","","","","Wesleyan Methodist","1962","2022-01-19 18:33:43","2022-01-19 18:33:43","","","303","","","","","","","","","","Ryerson Press","Toronto, ON","English","","","UNBF, UNBSJ, KL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
